apprentice_id,snapshot_date,quiz_score,attendance_rate,feedback_gap_days,risk_status,promoted_flag
253,2025-01-01,84.1,91.2,8,Green,False
253,2025-01-08,79.4,90.9,20,Amber,False
253,2025-01-15,82.9,87.9,16,Amber,False
253,2025-01-22,63.0,71.9,19,Amber,False
253,2025-01-29,73.9,85.9,17,Amber,True
253,2025-02-05,46.5,55.2,4,Red,False
253,2025-02-12,68.8,85.3,28,Red,True
253,2025-02-19,87.7,92.4,3,Green,False
253,2025-02-26,74.1,96.1,1,Green,False
253,2025-03-05,59.9,74.2,23,Red,False
254,2025-01-01,61.3,75.1,24,Red,False
254,2025-01-08,64.3,70.3,13,Amber,False
254,2025-01-15,69.0,96.0,17,Amber,False
254,2025-01-22,82.6,99.0,11,Green,False
254,2025-01-29,78.6,94.4,2,Green,False
254,2025-02-05,88.6,79.3,5,Amber,True
254,2025-02-12,87.5,80.0,5,Green,False
254,2025-02-19,73.4,102.5,11,Green,False
254,2025-02-26,77.2,96.3,0,Green,False
254,2025-03-05,65.6,95.2,15,Amber,False
255,2025-01-01,51.1,77.4,9,Amber,False
255,2025-01-08,65.9,88.4,24,Red,False
255,2025-01-15,76.0,95.3,9,Green,False
255,2025-01-22,76.1,95.7,5,Green,False
255,2025-01-29,61.6,71.0,22,Red,False
255,2025-02-05,81.5,88.6,10,Green,False
255,2025-02-12,67.4,83.6,27,Red,False
255,2025-02-19,72.2,89.2,17,Amber,False
255,2025-02-26,76.7,101.3,9,Green,True
255,2025-03-05,94.6,89.5,13,Green,False
256,2025-01-01,74.8,89.8,29,Red,False
256,2025-01-08,62.1,80.5,2,Amber,False
256,2025-01-15,62.4,68.3,19,Amber,False
256,2025-01-22,57.7,70.7,26,Red,False
256,2025-01-29,74.4,89.6,1,Green,False
256,2025-02-05,85.2,95.7,10,Green,False
256,2025-02-12,77.2,88.7,10,Green,False
256,2025-02-19,62.8,80.7,27,Red,False
256,2025-02-26,81.8,88.4,1,Green,False
256,2025-03-05,72.5,80.1,19,Amber,False
257,2025-01-01,58.7,71.7,17,Amber,False
257,2025-01-08,88.4,94.5,9,Green,False
257,2025-01-15,66.9,84.9,10,Green,False
257,2025-01-22,77.8,84.1,25,Red,False
257,2025-01-29,77.1,89.6,19,Amber,False
257,2025-02-05,81.5,84.8,3,Green,False
257,2025-02-12,78.0,98.3,11,Green,False
257,2025-02-19,56.3,67.2,7,Amber,False
257,2025-02-26,54.3,78.6,5,Amber,False
257,2025-03-05,81.2,97.8,8,Green,False
258,2025-01-01,73.5,84.0,6,Green,False
258,2025-01-08,76.2,89.0,14,Green,False
258,2025-01-15,79.9,90.2,26,Red,False
258,2025-01-22,58.8,75.8,9,Amber,False
258,2025-01-29,54.7,75.3,10,Amber,False
258,2025-02-05,71.5,92.4,2,Green,False
258,2025-02-12,68.0,88.4,21,Amber,False
258,2025-02-19,75.1,91.0,9,Green,False
258,2025-02-26,71.4,88.1,16,Amber,False
258,2025-03-05,40.8,43.6,1,Red,False
259,2025-01-01,68.8,96.1,0,Green,False
259,2025-01-08,85.9,87.1,21,Amber,False
259,2025-01-15,67.4,87.8,29,Red,False
259,2025-01-22,72.5,89.3,26,Red,False
259,2025-01-29,64.4,72.1,8,Amber,False
259,2025-02-05,84.1,85.6,11,Green,False
259,2025-02-12,85.6,89.7,7,Green,False
259,2025-02-19,77.6,94.1,0,Green,False
259,2025-02-26,58.4,92.5,0,Amber,False
259,2025-03-05,79.6,94.1,16,Amber,False
260,2025-01-01,79.4,85.2,14,Green,False
260,2025-01-08,68.6,88.1,5,Green,False
260,2025-01-15,72.8,82.5,20,Amber,False
260,2025-01-22,67.7,93.6,25,Red,False
260,2025-01-29,84.0,88.7,1,Green,False
260,2025-02-05,54.3,69.9,29,Red,False
260,2025-02-12,68.0,84.1,23,Red,False
260,2025-02-19,84.7,94.0,3,Green,False
260,2025-02-26,85.6,89.1,18,Amber,False
260,2025-03-05,90.5,86.5,12,Green,False
261,2025-01-01,78.8,94.5,13,Green,False
261,2025-01-08,66.4,79.8,18,Amber,False
261,2025-01-15,71.0,92.6,4,Green,False
261,2025-01-22,76.2,88.1,5,Green,False
261,2025-01-29,72.5,89.6,2,Green,False
261,2025-02-05,71.6,88.9,2,Green,False
261,2025-02-12,42.4,71.2,0,Red,False
261,2025-02-19,69.4,87.7,24,Red,False
261,2025-02-26,74.3,87.8,24,Red,False
261,2025-03-05,86.3,90.9,4,Green,False
262,2025-01-01,84.3,83.5,18,Amber,True
262,2025-01-08,66.6,95.7,25,Red,False
262,2025-01-15,43.9,57.4,1,Red,False
262,2025-01-22,60.1,65.5,29,Red,False
262,2025-01-29,68.4,92.9,20,Amber,False
262,2025-02-05,76.3,88.5,23,Red,False
262,2025-02-12,82.2,87.1,5,Green,False
262,2025-02-19,66.4,100.1,11,Green,False
262,2025-02-26,65.8,92.0,10,Green,False
262,2025-03-05,58.4,60.5,15,Red,True
263,2025-01-01,58.5,78.5,14,Amber,False
263,2025-01-08,75.2,84.9,16,Amber,False
263,2025-01-15,71.4,86.3,13,Green,False
263,2025-01-22,75.0,93.2,7,Green,True
263,2025-01-29,79.8,80.8,16,Amber,False
263,2025-02-05,69.3,82.7,25,Red,False
263,2025-02-12,74.9,93.8,22,Red,False
263,2025-02-19,77.4,80.4,9,Green,False
263,2025-02-26,91.4,95.8,21,Amber,False
263,2025-03-05,62.1,70.6,13,Amber,False
264,2025-01-01,74.8,91.3,20,Amber,False
264,2025-01-08,50.3,84.3,23,Red,False
264,2025-01-15,57.7,82.6,8,Amber,False
264,2025-01-22,77.0,92.6,15,Amber,False
264,2025-01-29,71.7,87.0,27,Red,False
264,2025-02-05,77.3,87.4,10,Green,False
264,2025-02-12,63.0,83.0,17,Amber,False
264,2025-02-19,64.5,64.2,29,Red,False
264,2025-02-26,69.8,89.1,23,Red,False
264,2025-03-05,59.9,72.4,19,Amber,False
265,2025-01-01,64.9,81.7,16,Amber,False
265,2025-01-08,88.7,86.2,7,Green,True
265,2025-01-15,68.3,91.7,28,Red,False
265,2025-01-22,84.2,87.4,5,Green,True
265,2025-01-29,59.2,82.4,25,Red,False
265,2025-02-05,73.0,90.7,28,Red,False
265,2025-02-12,57.3,88.0,26,Red,True
265,2025-02-19,61.1,77.0,26,Red,False
265,2025-02-26,65.3,90.3,4,Green,False
265,2025-03-05,80.6,90.4,17,Amber,False
266,2025-01-01,96.3,90.3,18,Amber,False
266,2025-01-08,58.6,80.6,5,Amber,False
266,2025-01-15,48.4,51.3,29,Red,False
266,2025-01-22,80.7,81.4,10,Green,False
266,2025-01-29,75.5,91.5,23,Red,False
266,2025-02-05,50.6,83.1,26,Red,False
266,2025-02-12,67.0,92.7,18,Amber,False
266,2025-02-19,71.9,96.5,26,Red,False
266,2025-02-26,86.8,87.7,22,Red,False
266,2025-03-05,63.6,66.5,4,Amber,False
267,2025-01-01,68.8,91.1,14,Green,False
267,2025-01-08,77.8,93.9,6,Green,False
267,2025-01-15,59.3,67.2,14,Amber,False
267,2025-01-22,78.0,86.2,17,Amber,False
267,2025-01-29,61.2,68.4,19,Amber,False
267,2025-02-05,72.8,94.1,25,Red,False
267,2025-02-12,71.4,87.2,17,Amber,False
267,2025-02-19,87.6,87.5,21,Amber,False
267,2025-02-26,69.4,94.6,20,Amber,False
267,2025-03-05,69.8,88.6,16,Amber,False
268,2025-01-01,62.1,61.6,1,Red,False
268,2025-01-08,56.5,72.6,1,Amber,False
268,2025-01-15,78.6,96.6,13,Green,False
268,2025-01-22,74.4,86.2,20,Amber,False
268,2025-01-29,76.3,94.0,4,Green,False
268,2025-02-05,76.3,89.8,7,Green,False
268,2025-02-12,75.0,93.7,19,Amber,False
268,2025-02-19,49.1,48.5,16,Red,False
268,2025-02-26,75.1,91.9,28,Red,False
268,2025-03-05,79.2,97.0,26,Red,False
269,2025-01-01,62.5,79.1,17,Amber,False
269,2025-01-08,57.9,74.0,17,Amber,False
269,2025-01-15,67.2,95.3,25,Red,False
269,2025-01-22,70.3,95.9,15,Amber,False
269,2025-01-29,66.7,94.5,0,Green,False
269,2025-02-05,68.4,85.1,8,Green,False
269,2025-02-12,72.6,88.9,0,Green,False
269,2025-02-19,87.1,84.7,27,Red,False
269,2025-02-26,71.4,91.1,29,Red,False
269,2025-03-05,68.9,88.2,3,Green,False
270,2025-01-01,63.4,85.6,14,Amber,False
270,2025-01-08,53.9,78.0,16,Amber,False
270,2025-01-15,77.4,86.8,25,Red,False
270,2025-01-22,65.9,86.7,13,Green,False
270,2025-01-29,67.7,98.3,19,Amber,False
270,2025-02-05,66.9,94.8,26,Red,False
270,2025-02-12,75.9,97.1,18,Amber,False
270,2025-02-19,61.3,85.4,28,Red,False
270,2025-02-26,69.8,90.5,18,Amber,False
270,2025-03-05,54.5,82.5,12,Amber,False
271,2025-01-01,82.9,92.5,19,Amber,False
271,2025-01-08,73.8,87.0,22,Red,False
271,2025-01-15,75.0,80.3,24,Red,False
271,2025-01-22,69.3,92.2,8,Green,False
271,2025-01-29,81.7,88.6,4,Green,False
271,2025-02-05,68.0,101.6,8,Green,False
271,2025-02-12,44.8,56.5,29,Red,False
271,2025-02-19,68.4,90.6,13,Green,False
271,2025-02-26,68.2,85.6,23,Red,False
271,2025-03-05,77.7,98.8,2,Green,False
272,2025-01-01,71.9,98.0,14,Green,False
272,2025-01-08,62.1,81.8,26,Red,False
272,2025-01-15,82.7,90.6,22,Red,False
272,2025-01-22,85.9,98.4,26,Red,False
272,2025-01-29,69.9,88.8,27,Red,False
272,2025-02-05,80.4,87.1,12,Green,False
272,2025-02-12,83.3,89.3,21,Amber,False
272,2025-02-19,68.2,94.8,15,Amber,False
272,2025-02-26,72.2,91.5,26,Red,True
272,2025-03-05,66.5,86.6,6,Green,False
273,2025-01-01,62.1,52.4,23,Red,False
273,2025-01-08,63.3,88.4,23,Red,False
273,2025-01-15,74.2,84.4,6,Green,False
273,2025-01-22,43.6,63.5,13,Red,False
273,2025-01-29,68.3,85.5,13,Green,False
273,2025-02-05,95.3,83.7,0,Green,False
273,2025-02-12,68.2,89.4,24,Red,False
273,2025-02-19,54.8,69.1,16,Amber,False
273,2025-02-26,58.7,82.0,9,Amber,False
273,2025-03-05,74.6,88.2,25,Red,False
274,2025-01-01,66.9,91.5,8,Green,False
274,2025-01-08,87.5,87.1,19,Amber,False
274,2025-01-15,71.6,89.8,27,Red,False
274,2025-01-22,79.2,87.4,14,Green,False
274,2025-01-29,54.3,70.6,20,Amber,False
274,2025-02-05,58.0,77.2,2,Amber,False
274,2025-02-12,58.5,81.4,29,Red,False
274,2025-02-19,68.9,98.0,20,Amber,False
274,2025-02-26,66.2,91.6,8,Green,False
274,2025-03-05,63.5,75.5,0,Amber,False
275,2025-01-01,68.9,85.1,20,Amber,False
275,2025-01-08,77.0,88.3,27,Red,False
275,2025-01-15,80.5,90.2,21,Amber,False
275,2025-01-22,65.4,85.2,6,Green,False
275,2025-01-29,68.1,93.0,28,Red,False
275,2025-02-05,77.3,96.9,6,Green,False
275,2025-02-12,75.6,92.8,4,Green,False
275,2025-02-19,74.4,94.2,12,Green,True
275,2025-02-26,84.1,90.2,17,Amber,False
275,2025-03-05,85.3,92.1,7,Green,False
276,2025-01-01,74.8,82.3,15,Amber,True
276,2025-01-08,67.2,85.2,21,Amber,False
276,2025-01-15,83.2,83.3,6,Green,False
276,2025-01-22,86.1,93.6,25,Red,False
276,2025-01-29,60.7,74.1,25,Red,False
276,2025-02-05,42.0,44.4,17,Red,False
276,2025-02-12,65.2,90.6,3,Green,False
276,2025-02-19,76.1,90.3,23,Red,False
276,2025-02-26,77.9,92.5,19,Amber,False
276,2025-03-05,79.6,98.0,14,Green,False
277,2025-01-01,63.3,65.8,19,Amber,False
277,2025-01-08,54.8,70.7,25,Red,False
277,2025-01-15,66.9,86.1,0,Green,False
277,2025-01-22,60.5,74.9,20,Amber,False
277,2025-01-29,70.9,96.9,16,Amber,False
277,2025-02-05,67.5,87.6,2,Green,False
277,2025-02-12,71.0,93.1,21,Amber,False
277,2025-02-19,69.6,90.2,29,Red,False
277,2025-02-26,69.6,89.4,4,Green,False
277,2025-03-05,84.0,96.0,19,Amber,False
278,2025-01-01,78.7,88.0,26,Red,False
278,2025-01-08,67.0,100.0,12,Green,False
278,2025-01-15,67.7,80.0,4,Green,False
278,2025-01-22,72.7,91.7,17,Amber,False
278,2025-01-29,74.6,86.0,5,Green,False
278,2025-02-05,58.5,87.5,7,Amber,False
278,2025-02-12,66.3,89.3,26,Red,False
278,2025-02-19,82.6,87.3,4,Green,False
278,2025-02-26,72.3,91.2,29,Red,False
278,2025-03-05,63.3,83.5,29,Red,False
279,2025-01-01,86.0,85.9,22,Red,False
279,2025-01-08,52.9,78.1,3,Amber,False
279,2025-01-15,74.6,96.6,13,Green,False
279,2025-01-22,48.6,53.0,15,Red,False
279,2025-01-29,53.7,80.0,15,Amber,False
279,2025-02-05,76.2,91.7,0,Green,False
279,2025-02-12,80.4,93.8,25,Red,False
279,2025-02-19,71.7,89.8,21,Amber,False
279,2025-02-26,80.2,90.1,13,Green,False
279,2025-03-05,65.1,88.6,6,Green,False
280,2025-01-01,90.0,91.5,17,Amber,False
280,2025-01-08,65.0,95.6,13,Green,False
280,2025-01-15,76.4,90.0,28,Red,False
280,2025-01-22,72.5,94.4,16,Amber,False
280,2025-01-29,77.7,87.8,20,Amber,False
280,2025-02-05,80.9,84.6,16,Amber,False
280,2025-02-12,61.0,71.7,0,Amber,False
280,2025-02-19,57.9,72.5,26,Red,False
280,2025-02-26,76.7,101.4,24,Red,False
280,2025-03-05,76.3,86.2,20,Amber,False
281,2025-01-01,69.5,93.3,25,Red,False
281,2025-01-08,66.3,91.2,29,Red,False
281,2025-01-15,57.1,82.2,15,Amber,False
281,2025-01-22,77.0,87.9,19,Amber,False
281,2025-01-29,61.6,65.3,18,Amber,False
281,2025-02-05,60.2,74.9,22,Red,False
281,2025-02-12,73.8,85.0,27,Red,False
281,2025-02-19,63.0,76.2,0,Amber,False
281,2025-02-26,80.6,91.5,16,Amber,False
281,2025-03-05,93.9,97.2,10,Green,False
282,2025-01-01,65.6,83.4,22,Red,False
282,2025-01-08,70.6,84.4,4,Green,False
282,2025-01-15,62.7,72.1,28,Red,False
282,2025-01-22,75.0,87.6,26,Red,False
282,2025-01-29,60.7,80.4,20,Amber,False
282,2025-02-05,75.8,91.4,18,Amber,False
282,2025-02-12,78.7,97.3,28,Red,False
282,2025-02-19,85.4,88.8,16,Amber,False
282,2025-02-26,65.8,92.0,21,Amber,False
282,2025-03-05,73.4,93.0,11,Green,False
283,2025-01-01,74.3,93.3,0,Green,False
283,2025-01-08,76.8,90.6,15,Amber,False
283,2025-01-15,74.3,92.0,5,Green,False
283,2025-01-22,70.3,93.4,22,Red,False
283,2025-01-29,71.6,85.2,18,Amber,False
283,2025-02-05,62.2,91.5,2,Amber,False
283,2025-02-12,62.4,69.3,7,Amber,True
283,2025-02-19,67.3,91.6,19,Amber,False
283,2025-02-26,81.3,90.7,11,Green,False
283,2025-03-05,63.0,66.9,16,Amber,False
284,2025-01-01,80.0,94.7,24,Red,False
284,2025-01-08,72.6,87.7,19,Amber,False
284,2025-01-15,53.4,89.9,11,Amber,False
284,2025-01-22,81.4,88.7,3,Green,False
284,2025-01-29,80.8,89.6,14,Green,False
284,2025-02-05,72.0,87.5,28,Red,False
284,2025-02-12,58.2,71.9,29,Red,False
284,2025-02-19,79.2,83.9,28,Red,False
284,2025-02-26,65.5,88.0,7,Green,False
284,2025-03-05,64.5,80.0,24,Red,True
285,2025-01-01,77.1,86.1,3,Green,False
285,2025-01-08,68.5,85.7,26,Red,False
285,2025-01-15,84.1,88.5,20,Amber,False
285,2025-01-22,66.9,91.3,7,Green,False
285,2025-01-29,69.4,87.1,17,Amber,False
285,2025-02-05,75.0,93.5,6,Green,False
285,2025-02-12,84.0,92.2,17,Amber,False
285,2025-02-19,65.6,88.7,9,Green,False
285,2025-02-26,79.3,91.1,14,Green,False
285,2025-03-05,47.9,59.3,18,Red,False
286,2025-01-01,76.1,88.3,12,Green,False
286,2025-01-08,73.8,97.7,12,Green,False
286,2025-01-15,83.9,80.0,10,Green,False
286,2025-01-22,76.6,93.7,28,Red,False
286,2025-01-29,75.4,94.3,12,Green,False
286,2025-02-05,71.8,90.2,26,Red,False
286,2025-02-12,84.2,97.1,19,Amber,True
286,2025-02-19,55.2,54.1,25,Red,False
286,2025-02-26,81.2,92.1,11,Green,False
286,2025-03-05,63.2,71.6,19,Amber,False
287,2025-01-01,54.9,74.6,12,Amber,False
287,2025-01-08,59.7,74.4,8,Amber,False
287,2025-01-15,67.1,87.8,3,Green,False
287,2025-01-22,90.0,86.0,26,Red,False
287,2025-01-29,66.0,90.8,24,Red,False
287,2025-02-05,48.8,54.9,27,Red,False
287,2025-02-12,56.3,52.6,10,Red,False
287,2025-02-19,62.8,77.9,23,Red,False
287,2025-02-26,73.4,100.4,28,Red,False
287,2025-03-05,86.9,86.5,18,Amber,False
288,2025-01-01,66.9,88.9,13,Green,False
288,2025-01-08,71.7,93.5,27,Red,True
288,2025-01-15,72.7,94.5,17,Amber,False
288,2025-01-22,73.4,91.8,22,Red,False
288,2025-01-29,60.5,70.7,29,Red,False
288,2025-02-05,77.2,88.0,16,Amber,False
288,2025-02-12,78.6,87.9,22,Red,False
288,2025-02-19,77.8,84.7,16,Amber,False
288,2025-02-26,75.7,94.8,12,Green,False
288,2025-03-05,58.0,71.6,3,Amber,False
289,2025-01-01,88.8,90.8,9,Green,False
289,2025-01-08,61.1,74.7,26,Red,False
289,2025-01-15,75.6,88.0,19,Amber,True
289,2025-01-22,59.0,71.5,26,Red,False
289,2025-01-29,73.7,81.5,20,Amber,False
289,2025-02-05,74.7,85.6,10,Green,False
289,2025-02-12,71.1,88.8,1,Green,False
289,2025-02-19,65.5,94.6,9,Green,False
289,2025-02-26,70.2,93.1,1,Green,False
289,2025-03-05,72.6,84.8,26,Red,False
290,2025-01-01,50.2,91.2,11,Amber,False
290,2025-01-08,67.3,87.8,9,Green,False
290,2025-01-15,78.0,84.4,24,Red,False
290,2025-01-22,59.4,78.1,11,Amber,False
290,2025-01-29,66.2,89.6,19,Amber,False
290,2025-02-05,52.4,73.0,28,Red,False
290,2025-02-12,50.9,86.3,28,Red,False
290,2025-02-19,54.1,80.0,4,Amber,False
290,2025-02-26,67.1,89.7,6,Green,False
290,2025-03-05,66.2,93.7,29,Red,False
291,2025-01-01,70.7,86.2,19,Amber,False
291,2025-01-08,68.7,89.0,14,Green,False
291,2025-01-15,84.6,90.6,12,Green,False
291,2025-01-22,69.0,91.3,14,Green,False
291,2025-01-29,74.4,88.4,0,Green,False
291,2025-02-05,63.4,76.5,10,Amber,True
291,2025-02-12,82.2,84.9,15,Amber,False
291,2025-02-19,63.2,74.2,27,Red,False
291,2025-02-26,69.3,88.6,21,Amber,False
291,2025-03-05,70.2,80.2,29,Red,False
292,2025-01-01,79.5,86.5,29,Red,False
292,2025-01-08,55.9,77.2,1,Amber,False
292,2025-01-15,63.8,91.9,10,Amber,False
292,2025-01-22,87.2,88.2,10,Green,False
292,2025-01-29,72.1,89.8,24,Red,False
292,2025-02-05,66.2,88.7,7,Green,False
292,2025-02-12,81.8,83.3,9,Green,False
292,2025-02-19,70.8,98.9,13,Green,False
292,2025-02-26,67.3,96.6,25,Red,False
292,2025-03-05,70.5,88.5,21,Amber,False
293,2025-01-01,73.7,96.8,8,Green,False
293,2025-01-08,60.6,88.3,23,Red,False
293,2025-01-15,66.0,94.1,17,Amber,False
293,2025-01-22,68.7,86.5,6,Green,False
293,2025-01-29,68.9,92.5,11,Green,False
293,2025-02-05,79.0,96.2,7,Green,False
293,2025-02-12,88.5,96.0,22,Red,True
293,2025-02-19,58.8,70.4,2,Amber,False
293,2025-02-26,78.7,82.8,20,Amber,False
293,2025-03-05,54.0,71.9,12,Amber,False
294,2025-01-01,60.8,68.4,20,Amber,False
294,2025-01-08,81.6,85.8,20,Amber,False
294,2025-01-15,65.3,87.7,9,Green,False
294,2025-01-22,61.7,72.4,17,Amber,False
294,2025-01-29,78.2,87.7,3,Green,False
294,2025-02-05,67.9,95.8,9,Green,True
294,2025-02-12,69.8,89.9,14,Green,False
294,2025-02-19,71.8,91.8,21,Amber,False
294,2025-02-26,84.1,89.4,13,Green,False
294,2025-03-05,78.9,87.2,0,Green,False
295,2025-01-01,68.2,91.7,4,Green,False
295,2025-01-08,56.4,77.9,29,Red,False
295,2025-01-15,55.3,80.9,9,Amber,False
295,2025-01-22,74.5,88.4,5,Green,False
295,2025-01-29,82.2,86.5,9,Green,False
295,2025-02-05,74.6,96.1,8,Green,False
295,2025-02-12,74.7,90.5,17,Amber,False
295,2025-02-19,63.1,80.2,2,Amber,False
295,2025-02-26,68.0,90.3,16,Amber,False
295,2025-03-05,77.2,94.3,5,Green,False
296,2025-01-01,65.1,76.3,6,Amber,False
296,2025-01-08,63.3,66.4,1,Amber,False
296,2025-01-15,68.2,86.4,17,Amber,True
296,2025-01-22,52.3,87.2,6,Amber,False
296,2025-01-29,54.7,77.2,28,Red,False
296,2025-02-05,54.5,86.3,21,Amber,False
296,2025-02-12,73.3,97.9,5,Green,False
296,2025-02-19,81.8,82.2,8,Green,False
296,2025-02-26,82.5,95.7,18,Amber,True
296,2025-03-05,73.0,77.7,0,Amber,False
297,2025-01-01,66.9,87.2,29,Red,False
297,2025-01-08,94.6,92.2,4,Green,False
297,2025-01-15,71.9,88.1,28,Red,False
297,2025-01-22,81.0,92.4,8,Green,True
297,2025-01-29,89.8,83.0,25,Red,False
297,2025-02-05,78.1,89.8,10,Green,False
297,2025-02-12,80.3,86.8,28,Red,False
297,2025-02-19,77.3,94.6,6,Green,False
297,2025-02-26,72.6,90.0,18,Amber,False
297,2025-03-05,69.7,95.7,13,Green,False
298,2025-01-01,90.0,89.5,0,Green,False
298,2025-01-08,50.4,79.6,14,Amber,False
298,2025-01-15,85.0,89.6,15,Amber,False
298,2025-01-22,63.9,73.1,16,Amber,False
298,2025-01-29,66.0,94.9,28,Red,False
298,2025-02-05,68.6,82.6,27,Red,True
298,2025-02-12,86.1,97.1,28,Red,False
298,2025-02-19,81.2,93.4,6,Green,False
298,2025-02-26,59.2,84.5,21,Amber,False
298,2025-03-05,83.5,102.3,11,Green,False
299,2025-01-01,66.2,82.3,19,Amber,False
299,2025-01-08,64.1,85.2,0,Amber,False
299,2025-01-15,74.7,87.3,16,Amber,False
299,2025-01-22,60.0,84.8,23,Red,False
299,2025-01-29,70.9,90.5,8,Green,False
299,2025-02-05,59.7,87.7,18,Amber,False
299,2025-02-12,77.0,85.6,19,Amber,False
299,2025-02-19,53.3,69.7,3,Amber,False
299,2025-02-26,83.6,92.4,29,Red,False
299,2025-03-05,51.2,62.8,20,Red,False
300,2025-01-01,67.9,91.4,23,Red,False
300,2025-01-08,69.8,94.9,17,Amber,False
300,2025-01-15,75.7,89.6,4,Green,False
300,2025-01-22,71.2,93.1,14,Green,False
300,2025-01-29,67.3,80.9,11,Green,True
300,2025-02-05,70.4,81.1,8,Green,False
300,2025-02-12,88.1,85.9,25,Red,False
300,2025-02-19,85.6,95.0,21,Amber,False
300,2025-02-26,66.5,95.0,15,Amber,False
300,2025-03-05,66.1,83.0,28,Red,False
301,2025-01-01,78.9,89.6,17,Amber,False
301,2025-01-08,74.5,89.7,1,Green,False
301,2025-01-15,68.5,88.6,18,Amber,False
301,2025-01-22,74.5,83.9,19,Amber,False
301,2025-01-29,75.5,85.3,0,Green,False
301,2025-02-05,70.0,83.1,6,Green,False
301,2025-02-12,79.8,87.9,0,Green,False
301,2025-02-19,65.8,100.3,23,Red,False
301,2025-02-26,61.6,77.6,4,Amber,False
301,2025-03-05,79.2,92.0,21,Amber,False
302,2025-01-01,75.9,90.3,19,Amber,False
302,2025-01-08,66.1,77.8,9,Amber,False
302,2025-01-15,68.8,84.2,29,Red,False
302,2025-01-22,54.3,71.5,19,Amber,False
302,2025-01-29,71.3,87.3,14,Green,False
302,2025-02-05,73.3,88.1,8,Green,False
302,2025-02-12,77.7,87.5,20,Amber,False
302,2025-02-19,57.9,77.0,24,Red,False
302,2025-02-26,72.3,99.1,15,Amber,True
302,2025-03-05,67.7,88.0,1,Green,False
303,2025-01-01,55.8,73.3,0,Amber,False
303,2025-01-08,70.8,90.4,15,Amber,False
303,2025-01-15,78.6,84.3,10,Green,True
303,2025-01-22,73.5,87.2,8,Green,False
303,2025-01-29,65.4,95.4,14,Green,False
303,2025-02-05,72.7,81.6,16,Amber,False
303,2025-02-12,45.3,62.8,17,Red,False
303,2025-02-19,56.4,76.4,18,Amber,False
303,2025-02-26,78.2,91.7,3,Green,False
303,2025-03-05,55.0,62.0,16,Red,False
304,2025-01-01,84.3,91.9,28,Red,False
304,2025-01-08,88.3,92.1,4,Green,False
304,2025-01-15,68.8,84.1,26,Red,False
304,2025-01-22,53.5,91.2,27,Red,True
304,2025-01-29,54.6,80.0,10,Amber,False
304,2025-02-05,59.1,79.3,20,Amber,False
304,2025-02-12,71.6,94.9,14,Green,False
304,2025-02-19,59.5,63.4,11,Red,False
304,2025-02-26,59.9,70.7,5,Amber,False
304,2025-03-05,63.9,71.9,3,Amber,False
305,2025-01-01,68.7,91.0,15,Amber,False
305,2025-01-08,72.6,84.2,14,Green,False
305,2025-01-15,77.3,88.1,14,Green,False
305,2025-01-22,94.9,84.1,17,Amber,False
305,2025-01-29,61.9,71.3,29,Red,False
305,2025-02-05,72.3,88.0,13,Green,False
305,2025-02-12,61.6,70.7,4,Amber,False
305,2025-02-19,75.6,95.8,2,Green,False
305,2025-02-26,59.8,68.5,21,Amber,False
305,2025-03-05,56.7,65.7,11,Amber,False
306,2025-01-01,85.6,94.0,26,Red,False
306,2025-01-08,74.0,88.3,8,Green,False
306,2025-01-15,58.9,85.7,8,Amber,False
306,2025-01-22,63.4,74.2,7,Amber,False
306,2025-01-29,66.0,92.5,3,Green,False
306,2025-02-05,65.6,89.8,29,Red,False
306,2025-02-12,63.6,73.7,24,Red,False
306,2025-02-19,52.4,81.5,23,Red,False
306,2025-02-26,63.8,66.2,21,Amber,False
306,2025-03-05,77.2,91.1,24,Red,False
307,2025-01-01,75.6,100.3,27,Red,False
307,2025-01-08,88.2,90.5,29,Red,False
307,2025-01-15,58.0,87.0,22,Red,False
307,2025-01-22,68.2,82.4,5,Green,False
307,2025-01-29,73.8,88.4,23,Red,False
307,2025-02-05,55.9,68.8,26,Red,False
307,2025-02-12,84.6,90.4,13,Green,False
307,2025-02-19,73.3,94.6,0,Green,False
307,2025-02-26,58.9,88.7,12,Amber,False
307,2025-03-05,68.2,90.2,29,Red,False
308,2025-01-01,58.8,69.0,8,Amber,False
308,2025-01-08,75.4,84.5,9,Green,False
308,2025-01-15,50.0,85.8,3,Amber,False
308,2025-01-22,88.1,94.5,12,Green,False
308,2025-01-29,66.4,88.9,22,Red,False
308,2025-02-05,81.0,97.8,27,Red,False
308,2025-02-12,62.9,68.4,4,Amber,False
308,2025-02-19,63.7,82.8,12,Amber,False
308,2025-02-26,79.3,91.8,7,Green,False
308,2025-03-05,77.8,77.3,28,Red,False
309,2025-01-01,81.1,99.2,28,Red,False
309,2025-01-08,72.2,94.8,1,Green,False
309,2025-01-15,56.7,60.9,0,Red,False
309,2025-01-22,67.7,94.1,19,Amber,False
309,2025-01-29,67.1,92.7,16,Amber,False
309,2025-02-05,59.7,76.8,24,Red,False
309,2025-02-12,66.6,105.2,7,Green,False
309,2025-02-19,72.4,85.2,8,Green,False
309,2025-02-26,62.2,73.0,23,Red,False
309,2025-03-05,61.7,73.1,4,Amber,False
310,2025-01-01,67.9,86.3,19,Amber,False
310,2025-01-08,84.3,95.2,2,Green,False
